user_id,total_behaviors,pv_count,fav_count,cart_count,buy_count,last_event_date,first_event_date,active_days,recency_days,frequency,R_score,F_score,A_score,user_segment
284,160,141.0,10.0,2.0,7.0,2017-12-03,2017-11-25,9,0,7.0,5,5,4,核心高价值用户
285,18,15.0,0.0,2.0,1.0,2017-12-03,2017-11-25,7,0,1.0,5,2,2,一般发展用户
288,126,84.0,0.0,42.0,0.0,2017-12-03,2017-11-25,8,0,0.0,5,1,3,一般发展用户
290,36,30.0,3.0,0.0,3.0,2017-12-03,2017-11-30,4,0,3.0,5,4,1,一般发展用户
293,68,62.0,0.0,3.0,3.0,2017-12-03,2017-11-25,9,0,3.0,5,4,4,核心高价值用户
296,153,126.0,0.0,23.0,4.0,2017-12-03,2017-11-25,7,0,4.0,5,5,2,一般发展用户
298,20,19.0,0.0,0.0,1.0,2017-12-03,2017-11-26,5,0,1.0,5,2,1,一般发展用户
300,16,12.0,0.0,3.0,1.0,2017-12-02,2017-11-25,5,1,1.0,1,2,1,沉默用户
301,14,9.0,4.0,0.0,1.0,2017-12-03,2017-11-25,6,0,1.0,5,2,2,一般发展用户
302,29,26.0,0.0,3.0,0.0,2017-12-03,2017-11-25,4,0,0.0,5,1,1,一般发展用户
306,70,68.0,2.0,0.0,0.0,2017-12-03,2017-11-25,6,0,0.0,5,1,2,一般发展用户
309,69,63.0,0.0,1.0,5.0,2017-12-03,2017-11-25,8,0,5.0,5,5,3,重要发展用户
1000,76,62.0,12.0,2.0,0.0,2017-12-03,2017-11-25,8,0,0.0,5,1,3,一般发展用户
1016,26,26.0,0.0,0.0,0.0,2017-12-03,2017-11-27,6,0,0.0,5,1,2,一般发展用户
1035,27,26.0,0.0,0.0,1.0,2017-12-03,2017-11-25,6,0,1.0,5,2,2,一般发展用户
1043,211,205.0,1.0,5.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1044,75,61.0,13.0,0.0,1.0,2017-12-03,2017-11-25,6,0,1.0,5,2,2,一般发展用户
1046,9,9.0,0.0,0.0,0.0,2017-12-03,2017-11-29,3,0,0.0,5,1,1,一般发展用户
1047,22,22.0,0.0,0.0,0.0,2017-12-03,2017-11-25,5,0,0.0,5,1,1,一般发展用户
1049,109,97.0,0.0,12.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1072,52,49.0,0.0,0.0,3.0,2017-12-03,2017-11-25,9,0,3.0,5,4,4,核心高价值用户
1076,84,81.0,0.0,3.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1080,43,38.0,4.0,0.0,1.0,2017-12-03,2017-11-26,7,0,1.0,5,2,2,一般发展用户
1083,64,39.0,21.0,1.0,3.0,2017-12-03,2017-11-28,6,0,3.0,5,4,2,一般发展用户
1095,65,61.0,3.0,0.0,1.0,2017-12-03,2017-11-25,5,0,1.0,5,2,1,一般发展用户
1098,27,21.0,0.0,5.0,1.0,2017-12-03,2017-11-25,5,0,1.0,5,2,1,一般发展用户
1103,50,45.0,4.0,1.0,0.0,2017-12-03,2017-11-25,6,0,0.0,5,1,2,一般发展用户
1105,40,31.0,0.0,5.0,4.0,2017-12-03,2017-11-26,6,0,4.0,5,5,2,一般发展用户
1114,30,22.0,4.0,0.0,4.0,2017-12-03,2017-11-26,5,0,4.0,5,5,1,一般发展用户
1119,166,139.0,11.0,8.0,8.0,2017-12-03,2017-11-25,9,0,8.0,5,5,4,核心高价值用户
1120,215,191.0,18.0,3.0,3.0,2017-12-03,2017-11-25,8,0,3.0,5,4,3,重要发展用户
1122,34,34.0,0.0,0.0,0.0,2017-12-03,2017-11-25,7,0,0.0,5,1,2,一般发展用户
1124,34,28.0,0.0,2.0,4.0,2017-12-03,2017-11-25,8,0,4.0,5,5,3,重要发展用户
1131,105,90.0,6.0,5.0,4.0,2017-12-03,2017-11-25,8,0,4.0,5,5,3,重要发展用户
1133,34,26.0,2.0,4.0,2.0,2017-12-03,2017-11-27,6,0,2.0,5,3,2,一般发展用户
1143,110,88.0,0.0,21.0,1.0,2017-12-03,2017-11-25,9,0,1.0,5,2,4,高活跃低转化用户
1144,85,69.0,0.0,14.0,2.0,2017-12-03,2017-11-25,8,0,2.0,5,3,3,重要发展用户
1146,47,43.0,1.0,2.0,1.0,2017-12-03,2017-11-25,8,0,1.0,5,2,3,一般发展用户
1149,464,402.0,0.0,55.0,7.0,2017-12-03,2017-11-25,9,0,7.0,5,5,4,核心高价值用户
1156,175,145.0,0.0,20.0,10.0,2017-12-03,2017-11-25,9,0,10.0,5,5,4,核心高价值用户
1158,41,35.0,3.0,1.0,2.0,2017-12-03,2017-11-25,7,0,2.0,5,3,2,一般发展用户
1159,101,81.0,0.0,19.0,1.0,2017-12-03,2017-11-25,8,0,1.0,5,2,3,一般发展用户
1167,35,31.0,1.0,2.0,1.0,2017-12-03,2017-11-25,8,0,1.0,5,2,3,一般发展用户
1169,146,140.0,0.0,5.0,1.0,2017-12-03,2017-11-25,8,0,1.0,5,2,3,一般发展用户
1182,28,26.0,0.0,0.0,2.0,2017-12-03,2017-11-26,4,0,2.0,5,3,1,一般发展用户
1187,92,89.0,0.0,3.0,0.0,2017-12-03,2017-11-25,8,0,0.0,5,1,3,一般发展用户
1189,486,407.0,1.0,76.0,2.0,2017-12-03,2017-11-25,8,0,2.0,5,3,3,重要发展用户
1192,229,196.0,0.0,24.0,9.0,2017-12-03,2017-11-26,7,0,9.0,5,5,2,一般发展用户
1203,196,183.0,0.0,12.0,1.0,2017-12-03,2017-11-25,9,0,1.0,5,2,4,高活跃低转化用户
1207,28,27.0,0.0,1.0,0.0,2017-12-03,2017-11-26,6,0,0.0,5,1,2,一般发展用户
1212,62,51.0,0.0,5.0,6.0,2017-12-03,2017-11-25,8,0,6.0,5,5,3,重要发展用户
1214,55,51.0,0.0,4.0,0.0,2017-12-03,2017-11-25,7,0,0.0,5,1,2,一般发展用户
1234,193,162.0,0.0,19.0,12.0,2017-12-03,2017-11-25,7,0,12.0,5,5,2,一般发展用户
1241,94,73.0,0.0,20.0,1.0,2017-12-03,2017-11-25,9,0,1.0,5,2,4,高活跃低转化用户
1242,56,50.0,0.0,5.0,1.0,2017-12-03,2017-11-25,6,0,1.0,5,2,2,一般发展用户
1244,9,8.0,0.0,0.0,1.0,2017-12-03,2017-11-25,5,0,1.0,5,2,1,一般发展用户
1246,107,96.0,0.0,9.0,2.0,2017-12-03,2017-11-25,7,0,2.0,5,3,2,一般发展用户
1249,254,204.0,0.0,26.0,24.0,2017-12-03,2017-11-25,9,0,24.0,5,5,4,核心高价值用户
1253,18,15.0,0.0,1.0,2.0,2017-12-03,2017-11-26,5,0,2.0,5,3,1,一般发展用户
1262,151,130.0,15.0,6.0,0.0,2017-12-03,2017-11-25,8,0,0.0,5,1,3,一般发展用户
1267,60,60.0,0.0,0.0,0.0,2017-12-03,2017-11-25,7,0,0.0,5,1,2,一般发展用户
1274,84,71.0,0.0,11.0,2.0,2017-12-03,2017-11-25,9,0,2.0,5,3,4,重要发展用户
1275,85,72.0,1.0,11.0,1.0,2017-12-03,2017-11-25,8,0,1.0,5,2,3,一般发展用户
1281,23,20.0,0.0,0.0,3.0,2017-12-03,2017-11-25,5,0,3.0,5,4,1,一般发展用户
1288,404,332.0,0.0,70.0,2.0,2017-12-03,2017-11-25,9,0,2.0,5,3,4,重要发展用户
1294,23,21.0,0.0,1.0,1.0,2017-12-03,2017-11-27,5,0,1.0,5,2,1,一般发展用户
1295,89,88.0,0.0,0.0,1.0,2017-12-03,2017-11-26,8,0,1.0,5,2,3,一般发展用户
1302,111,102.0,0.0,9.0,0.0,2017-12-03,2017-11-25,7,0,0.0,5,1,2,一般发展用户
1304,60,47.0,6.0,1.0,6.0,2017-12-03,2017-11-25,9,0,6.0,5,5,4,核心高价值用户
1306,18,17.0,0.0,1.0,0.0,2017-12-03,2017-11-25,7,0,0.0,5,1,2,一般发展用户
1317,160,158.0,2.0,0.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1326,96,92.0,0.0,4.0,0.0,2017-12-03,2017-11-26,4,0,0.0,5,1,1,一般发展用户
1330,29,24.0,1.0,2.0,2.0,2017-12-03,2017-11-25,8,0,2.0,5,3,3,重要发展用户
1333,14,14.0,0.0,0.0,0.0,2017-12-03,2017-11-25,5,0,0.0,5,1,1,一般发展用户
1335,339,317.0,0.0,12.0,10.0,2017-12-03,2017-11-25,9,0,10.0,5,5,4,核心高价值用户
1340,30,24.0,0.0,3.0,3.0,2017-12-03,2017-11-26,6,0,3.0,5,4,2,一般发展用户
1346,21,18.0,0.0,3.0,0.0,2017-12-03,2017-11-25,4,0,0.0,5,1,1,一般发展用户
1349,22,20.0,0.0,0.0,2.0,2017-12-03,2017-11-28,5,0,2.0,5,3,1,一般发展用户
1351,131,110.0,0.0,17.0,4.0,2017-12-03,2017-11-25,8,0,4.0,5,5,3,重要发展用户
1353,127,114.0,0.0,12.0,1.0,2017-12-03,2017-11-26,8,0,1.0,5,2,3,一般发展用户
1358,103,97.0,0.0,6.0,0.0,2017-12-03,2017-11-25,7,0,0.0,5,1,2,一般发展用户
1364,119,99.0,19.0,1.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1365,9,0.0,0.0,9.0,0.0,2017-12-03,2017-11-25,4,0,0.0,5,1,1,一般发展用户
1366,37,33.0,0.0,2.0,2.0,2017-12-03,2017-11-29,5,0,2.0,5,3,1,一般发展用户
1370,79,58.0,12.0,8.0,1.0,2017-12-03,2017-11-26,7,0,1.0,5,2,2,一般发展用户
1373,327,280.0,2.0,41.0,4.0,2017-12-03,2017-11-25,9,0,4.0,5,5,4,核心高价值用户
1381,25,24.0,0.0,0.0,1.0,2017-12-03,2017-11-25,9,0,1.0,5,2,4,高活跃低转化用户
1387,55,47.0,0.0,5.0,3.0,2017-12-03,2017-11-25,7,0,3.0,5,4,2,一般发展用户
1393,43,37.0,0.0,4.0,2.0,2017-12-03,2017-11-27,5,0,2.0,5,3,1,一般发展用户
1394,9,9.0,0.0,0.0,0.0,2017-12-03,2017-11-25,5,0,0.0,5,1,1,一般发展用户
1401,40,39.0,1.0,0.0,0.0,2017-12-03,2017-11-28,5,0,0.0,5,1,1,一般发展用户
1404,231,218.0,2.0,11.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1411,194,179.0,0.0,13.0,2.0,2017-12-03,2017-11-27,7,0,2.0,5,3,2,一般发展用户
1412,28,18.0,0.0,10.0,0.0,2017-12-03,2017-11-25,6,0,0.0,5,1,2,一般发展用户
1415,47,41.0,0.0,3.0,3.0,2017-12-02,2017-11-25,6,1,3.0,1,4,2,重要召回用户
1416,127,116.0,0.0,6.0,5.0,2017-12-03,2017-11-25,9,0,5.0,5,5,4,核心高价值用户
1417,26,25.0,1.0,0.0,0.0,2017-12-03,2017-11-25,8,0,0.0,5,1,3,一般发展用户
1421,193,174.0,0.0,13.0,6.0,2017-12-03,2017-11-25,9,0,6.0,5,5,4,核心高价值用户
1437,52,44.0,0.0,7.0,1.0,2017-12-03,2017-11-25,7,0,1.0,5,2,2,一般发展用户
1438,96,87.0,5.0,2.0,2.0,2017-12-03,2017-11-25,8,0,2.0,5,3,3,重要发展用户
1447,61,58.0,0.0,1.0,2.0,2017-12-03,2017-11-27,6,0,2.0,5,3,2,一般发展用户
1449,98,79.0,0.0,17.0,2.0,2017-12-03,2017-11-26,8,0,2.0,5,3,3,重要发展用户
1454,40,32.0,0.0,5.0,3.0,2017-12-03,2017-11-27,5,0,3.0,5,4,1,一般发展用户
1463,100,94.0,0.0,4.0,2.0,2017-12-03,2017-11-25,8,0,2.0,5,3,3,重要发展用户
1468,46,39.0,0.0,6.0,1.0,2017-12-03,2017-11-25,9,0,1.0,5,2,4,高活跃低转化用户
1472,61,55.0,0.0,2.0,4.0,2017-12-03,2017-11-25,6,0,4.0,5,5,2,一般发展用户
1474,189,181.0,0.0,3.0,5.0,2017-12-03,2017-11-25,9,0,5.0,5,5,4,核心高价值用户
1483,56,54.0,0.0,1.0,1.0,2017-12-03,2017-11-25,6,0,1.0,5,2,2,一般发展用户
1491,25,19.0,0.0,5.0,1.0,2017-12-03,2017-11-26,6,0,1.0,5,2,2,一般发展用户
1494,206,202.0,0.0,4.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1502,14,13.0,1.0,0.0,0.0,2017-12-03,2017-11-27,3,0,0.0,5,1,1,一般发展用户
1512,92,72.0,20.0,0.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1518,27,21.0,0.0,6.0,0.0,2017-12-03,2017-11-25,6,0,0.0,5,1,2,一般发展用户
1522,19,15.0,1.0,2.0,1.0,2017-12-03,2017-11-29,5,0,1.0,5,2,1,一般发展用户
1524,130,120.0,0.0,9.0,1.0,2017-12-03,2017-11-25,8,0,1.0,5,2,3,一般发展用户
1529,145,138.0,1.0,3.0,3.0,2017-12-03,2017-11-25,8,0,3.0,5,4,3,重要发展用户
1532,62,51.0,0.0,10.0,1.0,2017-12-03,2017-11-25,6,0,1.0,5,2,2,一般发展用户
1535,109,106.0,0.0,1.0,2.0,2017-12-03,2017-11-25,7,0,2.0,5,3,2,一般发展用户
1550,173,170.0,0.0,1.0,2.0,2017-12-03,2017-11-25,9,0,2.0,5,3,4,重要发展用户
1551,119,111.0,4.0,2.0,2.0,2017-12-03,2017-11-25,9,0,2.0,5,3,4,重要发展用户
1559,15,14.0,0.0,0.0,1.0,2017-12-03,2017-11-25,4,0,1.0,5,2,1,一般发展用户
1561,68,38.0,15.0,12.0,3.0,2017-12-03,2017-11-25,8,0,3.0,5,4,3,重要发展用户
1563,32,25.0,0.0,6.0,1.0,2017-12-03,2017-11-25,8,0,1.0,5,2,3,一般发展用户
1568,343,284.0,44.0,15.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1570,37,33.0,0.0,2.0,2.0,2017-12-03,2017-11-25,9,0,2.0,5,3,4,重要发展用户
1600,101,98.0,0.0,3.0,0.0,2017-12-03,2017-11-26,7,0,0.0,5,1,2,一般发展用户
1603,52,50.0,0.0,2.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1606,19,16.0,0.0,2.0,1.0,2017-12-03,2017-11-25,6,0,1.0,5,2,2,一般发展用户
1608,86,77.0,1.0,8.0,0.0,2017-12-03,2017-11-25,8,0,0.0,5,1,3,一般发展用户
1616,110,93.0,0.0,17.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1619,37,37.0,0.0,0.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1639,23,22.0,0.0,1.0,0.0,2017-12-03,2017-11-26,5,0,0.0,5,1,1,一般发展用户
1642,36,26.0,0.0,8.0,2.0,2017-12-03,2017-11-25,9,0,2.0,5,3,4,重要发展用户
1645,51,41.0,1.0,5.0,4.0,2017-12-03,2017-11-28,6,0,4.0,5,5,2,一般发展用户
1652,225,205.0,18.0,1.0,1.0,2017-12-03,2017-11-25,6,0,1.0,5,2,2,一般发展用户
1664,387,380.0,0.0,5.0,2.0,2017-12-03,2017-11-26,8,0,2.0,5,3,3,重要发展用户
1673,270,255.0,0.0,12.0,3.0,2017-12-03,2017-11-25,9,0,3.0,5,4,4,核心高价值用户
1676,23,21.0,1.0,0.0,1.0,2017-12-03,2017-11-27,6,0,1.0,5,2,2,一般发展用户
1677,67,67.0,0.0,0.0,0.0,2017-12-03,2017-11-29,5,0,0.0,5,1,1,一般发展用户
1679,39,0.0,0.0,37.0,2.0,2017-12-03,2017-11-25,8,0,2.0,5,3,3,重要发展用户
1682,33,20.0,0.0,11.0,2.0,2017-12-03,2017-11-25,9,0,2.0,5,3,4,重要发展用户
1689,31,29.0,0.0,0.0,2.0,2017-12-03,2017-11-25,4,0,2.0,5,3,1,一般发展用户
1695,153,120.0,0.0,33.0,0.0,2017-12-03,2017-11-25,8,0,0.0,5,1,3,一般发展用户
1698,77,71.0,3.0,1.0,2.0,2017-12-03,2017-11-26,7,0,2.0,5,3,2,一般发展用户
1707,207,200.0,4.0,1.0,2.0,2017-12-03,2017-11-25,9,0,2.0,5,3,4,重要发展用户
1711,232,225.0,0.0,7.0,0.0,2017-12-03,2017-11-25,7,0,0.0,5,1,2,一般发展用户
1713,46,44.0,0.0,0.0,2.0,2017-12-03,2017-11-25,9,0,2.0,5,3,4,重要发展用户
1715,278,276.0,0.0,1.0,1.0,2017-12-03,2017-11-25,9,0,1.0,5,2,4,高活跃低转化用户
1721,63,50.0,7.0,3.0,3.0,2017-12-03,2017-11-27,7,0,3.0,5,4,2,一般发展用户
1731,99,78.0,13.0,7.0,1.0,2017-12-03,2017-11-25,6,0,1.0,5,2,2,一般发展用户
1733,61,58.0,0.0,2.0,1.0,2017-12-03,2017-11-25,8,0,1.0,5,2,3,一般发展用户
1735,155,131.0,20.0,3.0,1.0,2017-12-03,2017-11-25,9,0,1.0,5,2,4,高活跃低转化用户
1737,292,234.0,58.0,0.0,0.0,2017-12-03,2017-11-25,7,0,0.0,5,1,2,一般发展用户
1748,331,306.0,1.0,23.0,1.0,2017-12-03,2017-11-25,9,0,1.0,5,2,4,高活跃低转化用户
1754,125,120.0,5.0,0.0,0.0,2017-12-03,2017-11-25,8,0,0.0,5,1,3,一般发展用户
1765,52,46.0,0.0,6.0,0.0,2017-12-03,2017-11-25,6,0,0.0,5,1,2,一般发展用户
1766,376,284.0,25.0,57.0,10.0,2017-12-03,2017-11-25,9,0,10.0,5,5,4,核心高价值用户
1775,39,33.0,0.0,4.0,2.0,2017-12-03,2017-11-25,8,0,2.0,5,3,3,重要发展用户
1782,67,61.0,1.0,5.0,0.0,2017-12-03,2017-11-25,5,0,0.0,5,1,1,一般发展用户
1789,94,90.0,0.0,3.0,1.0,2017-12-03,2017-11-25,8,0,1.0,5,2,3,一般发展用户
1794,49,24.0,21.0,3.0,1.0,2017-12-03,2017-11-30,4,0,1.0,5,2,1,一般发展用户
1797,43,35.0,4.0,3.0,1.0,2017-12-03,2017-11-27,4,0,1.0,5,2,1,一般发展用户
1806,87,83.0,0.0,4.0,0.0,2017-12-03,2017-11-26,7,0,0.0,5,1,2,一般发展用户
1813,53,49.0,0.0,1.0,3.0,2017-12-03,2017-11-25,8,0,3.0,5,4,3,重要发展用户
1816,140,135.0,0.0,5.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1817,77,67.0,0.0,9.0,1.0,2017-12-03,2017-11-26,5,0,1.0,5,2,1,一般发展用户
1827,36,29.0,3.0,3.0,1.0,2017-12-03,2017-11-25,7,0,1.0,5,2,2,一般发展用户
1828,166,153.0,0.0,10.0,3.0,2017-12-03,2017-11-26,8,0,3.0,5,4,3,重要发展用户
1833,181,133.0,2.0,36.0,10.0,2017-12-03,2017-11-25,9,0,10.0,5,5,4,核心高价值用户
1836,127,125.0,0.0,2.0,0.0,2017-12-03,2017-11-26,5,0,0.0,5,1,1,一般发展用户
1854,42,40.0,0.0,0.0,2.0,2017-12-03,2017-11-27,7,0,2.0,5,3,2,一般发展用户
1857,47,40.0,5.0,1.0,1.0,2017-12-03,2017-11-25,7,0,1.0,5,2,2,一般发展用户
1871,27,23.0,3.0,1.0,0.0,2017-12-03,2017-11-25,5,0,0.0,5,1,1,一般发展用户
1874,160,143.0,0.0,8.0,9.0,2017-12-03,2017-11-25,9,0,9.0,5,5,4,核心高价值用户
1878,15,14.0,1.0,0.0,0.0,2017-12-03,2017-11-25,4,0,0.0,5,1,1,一般发展用户
1880,19,11.0,0.0,6.0,2.0,2017-12-03,2017-11-25,8,0,2.0,5,3,3,重要发展用户
1885,25,24.0,0.0,1.0,0.0,2017-12-03,2017-11-27,6,0,0.0,5,1,2,一般发展用户
1886,31,24.0,0.0,7.0,0.0,2017-12-03,2017-11-25,4,0,0.0,5,1,1,一般发展用户
1898,321,294.0,0.0,20.0,7.0,2017-12-03,2017-11-25,8,0,7.0,5,5,3,重要发展用户
1899,9,7.0,0.0,2.0,0.0,2017-12-03,2017-11-25,4,0,0.0,5,1,1,一般发展用户
1906,87,75.0,1.0,8.0,3.0,2017-12-03,2017-11-25,9,0,3.0,5,4,4,核心高价值用户
1914,16,13.0,3.0,0.0,0.0,2017-12-03,2017-11-27,6,0,0.0,5,1,2,一般发展用户
1919,59,47.0,6.0,6.0,0.0,2017-12-03,2017-11-25,9,0,0.0,5,1,4,高活跃低转化用户
1925,32,32.0,0.0,0.0,0.0,2017-12-03,2017-11-27,4,0,0.0,5,1,1,一般发展用户
1927,103,89.0,6.0,6.0,2.0,2017-12-03,2017-11-25,9,0,2.0,5,3,4,重要发展用户
1931,116,107.0,1.0,6.0,2.0,2017-12-03,2017-11-25,7,0,2.0,5,3,2,一般发展用户
1933,26,18.0,0.0,8.0,0.0,2017-12-03,2017-11-28,6,0,0.0,5,1,2,一般发展用户
1934,13,11.0,0.0,2.0,0.0,2017-12-03,2017-11-25,5,0,0.0,5,1,1,一般发展用户
1943,113,89.0,22.0,0.0,2.0,2017-12-03,2017-11-25,8,0,2.0,5,3,3,重要发展用户
1947,23,16.0,5.0,2.0,0.0,2017-12-03,2017-11-29,3,0,0.0,5,1,1,一般发展用户
1951,181,164.0,2.0,12.0,3.0,2017-12-03,2017-11-25,9,0,3.0,5,4,4,核心高价值用户
1971,30,29.0,1.0,0.0,0.0,2017-12-03,2017-11-25,5,0,0.0,5,1,1,一般发展用户
1974,62,50.0,0.0,11.0,1.0,2017-12-03,2017-11-25,9,0,1.0,5,2,4,高活跃低转化用户
1977,217,197.0,0.0,12.0,8.0,2017-12-03,2017-11-25,9,0,8.0,5,5,4,核心高价值用户
1980,37,34.0,0.0,1.0,2.0,2017-12-02,2017-11-26,6,1,2.0,1,3,2,一般发展用户
1982,69,51.0,6.0,4.0,8.0,2017-12-03,2017-11-25,9,0,8.0,5,5,4,核心高价值用户
1984,63,49.0,0.0,14.0,0.0,2017-12-03,2017-11-25,7,0,0.0,5,1,2,一般发展用户
1997,10,7.0,0.0,1.0,2.0,2017-12-03,2017-11-25,5,0,2.0,5,3,1,一般发展用户
2001,49,43.0,6.0,0.0,0.0,2017-12-03,2017-11-25,8,0,0.0,5,1,3,一般发展用户
2002,58,53.0,0.0,5.0,0.0,2017-12-03,2017-11-25,5,0,0.0,5,1,1,一般发展用户
2004,31,26.0,2.0,0.0,3.0,2017-12-02,2017-11-27,3,1,3.0,1,4,1,重要召回用户
2005,81,59.0,0.0,12.0,10.0,2017-12-03,2017-11-28,6,0,10.0,5,5,2,一般发展用户
2007,16,15.0,0.0,0.0,1.0,2017-12-03,2017-11-25,6,0,1.0,5,2,2,一般发展用户
2008,28,0.0,9.0,16.0,3.0,2017-12-03,2017-11-25,9,0,3.0,5,4,4,核心高价值用户
2016,116,100.0,14.0,2.0,0.0,2017-12-03,2017-11-25,8,0,0.0,5,1,3,一般发展用户
